Code switched query,High level class,Lower level class
restaurant ka booking kardo panch log ko,BOOKING,RESTAURANT
Book theen railway ticket from Delhi to Bangalore,BOOKING,TRAVEL_BOOKING
Mera samne restaurant 8 o clock booking,BOOKING,RESTAURANT
Book gaadi from chamarajpet to indiranagar,BOOKING,TRAVEL_BOOKING
Reserve theen train tickets from delhi to bangalore,BOOKING,TRAVEL_BOOKING
Reserve chaar train tickets from delhi to chennai,BOOKING,TRAVEL_BOOKING
Reserve theen bus tickets from chennai to bangalore,BOOKING,TRAVEL_BOOKING
Reserve two train tickets from ooty to mysore,BOOKING,TRAVEL_BOOKING
Reserve ek train ticket from jaipur to mumbai,BOOKING,TRAVEL_BOOKING
Book train tickets for chaar people Shanivar ko,BOOKING,TRAVEL_BOOKING
Book table for 3 dopahar ko at orion mall,BOOKING,RESTAURANT
Reserve a bus Rajput se Jaipur kal subah ko,BOOKING,TRAVEL_BOOKING
Bus ka ek ticket book karo from bengaluru to ooty,BOOKING,TRAVEL_BOOKING
Reserve a table at shanti sagar for paanch log,BOOKING,RESTAURANT
Book the hall for pachchees log at Shearton hotel,BOOKING,RESTAURANT
Book a room for chaar days at taj hotel,BOOKING,HOTEL
Book a cab to Malleshwaram 4 baje ko tomorrow,BOOKING,TRAVEL_BOOKING
Reserve the table at paas wala hotel 8 baje,BOOKING,RESTAURANT
Book a gaadi from chamarajpet 4 baje to KR market,BOOKING,TRAVEL_BOOKING
Reserve theen flight tickets from delhi to bangalore,BOOKING,TRAVEL_BOOKING
Reserve five train tickets kal shaam delhi se bangalore,BOOKING,TRAVEL_BOOKING
Reserve the table at nandhini kal 4 baje,BOOKING,RESTAURANT
Book a gaadi from malleshwaram to indiranagar,BOOKING,TRAVEL_BOOKING
chaar logon ke lie table book karo at lalit ashok,BOOKING,RESTAURANT
book a room for chaar days at vivanta,BOOKING,HOTEL
book a room for ek dinn at vivanta,BOOKING,HOTEL
book a room in mumbai for saath dinn,BOOKING,HOTEL
room search karo in mumbai on 27th,BOOKING,HOTEL
room book karo in chennai on 25th,BOOKING,HOTEL
room search karo in goa on 29th,BOOKING,HOTEL
cheapest hotels dhoondo in hyderabad,BOOKING,HOTEL
luxury villa rooms dhoondo in cochin,BOOKING,HOTEL
book a room for Aath log in taj mumbai,BOOKING,HOTEL
search rooms for cheh log in punjab,BOOKING,HOTEL
search sabase sasta rooms in bangalore,BOOKING,HOTEL
sabase sasta rooms dhoondo for six people in indore,BOOKING,HOTEL
book rooms with breakfast in shimla for aath dinn,BOOKING,HOTEL
shimla to nainital ke liye gaadi book karo,BOOKING,TRAVEL_BOOKING
goa to dandeli ke liye ek gaadi book karo,BOOKING,TRAVEL_BOOKING
mujhe hubli to bangalore jaane ke lie gaadi book karo,BOOKING,TRAVEL_BOOKING
cheapest flights to pune dhoondo,BOOKING,TRAVEL_BOOKING
search sasta flights from mysore to mangalore,BOOKING,TRAVEL_BOOKING
Tehrah logon ke lie bus tickets to mandya book karo,BOOKING,TRAVEL_BOOKING
book kal subah ki bus tickets for 20 people,BOOKING,TRAVEL_BOOKING
kal raat ki train tickets to pondicherry book karo,BOOKING,TRAVEL_BOOKING
book shyam ki flight to goa,BOOKING,TRAVEL_BOOKING
book raat ki train to kolkata,BOOKING,TRAVEL_BOOKING
book kal subah ki train to jammu,BOOKING,TRAVEL_BOOKING
kal raat ki train to kashmir book karo,BOOKING,TRAVEL_BOOKING
search flight prices kolkata jaane ke liye,BOOKING,TRAVEL_BOOKING
mujhe hubli to dandeli jaane ke lie gaadi book karo,BOOKING,TRAVEL_BOOKING
mujhe hubli to dandeli jaane ke lie gaadi book karo,BOOKING,TRAVEL_BOOKING
aaj raat taj restauarant mein six people ke lie table book karo,BOOKING,RESTAURANT
Book table for 3 raat ko at orion mall,BOOKING,RESTAURANT
Book table for chaar log raat ko at mcd mantri mall,BOOKING,RESTAURANT
Book table for saath log at noon at krishna bhavana,BOOKING,RESTAURANT
reserve a table 5 log ke lie at mainland china,BOOKING,RESTAURANT
mainland china mein 7 log ke lie table book karo,BOOKING,RESTAURANT
mere lie 25th december ko hotel plaza mein do rooms book karo,BOOKING,HOTEL
hotel casina mein chaar logon ke lie room boom karo,BOOKING,HOTEL
delhi mein ek hotel room book karo,BOOKING,HOTEL
chaar logon ke lie hotel book karo at lalit ashok,BOOKING,HOTEL
book a room in taj for che log,BOOKING,HOTEL
reserve room for conference delhi hotel mein,BOOKING,HOTEL
reserve 5 star hotel room mumbai mein on 27th,BOOKING,HOTEL
reserve chaar star hotel mumbai mein on 27th february,BOOKING,HOTEL
reserve teen star hotel goa mein on 27th,BOOKING,HOTEL
delhi ko train book on 19th,BOOKING,TRAVEL_BOOKING
mumbai jane ke lie 19th ko ek bus book karo,BOOKING,TRAVEL_BOOKING
do logon ke lie 18th ko flight to mumbai book karo,BOOKING,TRAVEL_BOOKING
train tickets to goa from bangalore on 8th reserve karo,BOOKING,TRAVEL_BOOKING
teen bus tickets to goa from kerala reserve karo,BOOKING,TRAVEL_BOOKING
ek bus ticket to goa from kerala reserve karo,BOOKING,TRAVEL_BOOKING
goa jaane ke lie gaadi reserve karo,BOOKING,TRAVEL_BOOKING
book pondicherry jaane ke lie 6 flight tickets,BOOKING,TRAVEL_BOOKING
8 logon ke lie goa ki flight book karo on 16th,BOOKING,TRAVEL_BOOKING
aaj raat taj restauarant mein che people ke lie table book karo,BOOKING,RESTAURANT
aaj dopahar ko 3 people ka table in taj book karo,BOOKING,RESTAURANT
ek ticket to goa kal ke lie book karna,BOOKING,TRAVEL_BOOKING
ek bus ticket to dandeli book karna,BOOKING,TRAVEL_BOOKING
8 baje leela mein table book karna,BOOKING,RESTAURANT
6 baje shaam gayathri mein table reserve karna,BOOKING,RESTAURANT
9 baje mainland china mein 3 logon ke lie reservation karo,BOOKING,RESTAURANT
"I'd like to book a trip to Atlantis from Caprica on Saturday, August 13, 2016 for aath adults",BOOKING,VACATION
mujhe bus se jaana hai on the 17th of August,BOOKING,TRAVEL_BOOKING
book a teen dinn ka trip leaving from Melbourne on August 27,BOOKING,VACATION
"please mere lie ek trip book karna from Vancouver, Jamaica to Recife.",BOOKING,VACATION
me aur mere family want to take a trip to Kakariko Village.,BOOKING,VACATION
Hi mein Caprica se hu and am looking to book a vacation to Hyrule,BOOKING,VACATION
mujhe Busan se Las Vegas Wednesday August 17 ko jana hai,BOOKING,TRAVEL_BOOKING
meri help karo to find a trip to Philadelphia from Maceio.,BOOKING,VACATION
mein ek business trip book karna chahata hoon to New York from Mannheim,BOOKING,VACATION
I would like a vacation for chaar people in Mannheim from August 17 to September 7,BOOKING,VACATION
i am planning on booking a vacation soon August 27th ke aas paas,BOOKING,VACATION
teen adults and chaar kids looking for a vacation between August 18 and September 4,BOOKING,VACATION
mujhe caprica ke trips dikhao,BOOKING,VACATION
mein Boston jaana chahata hoon from Mos Eisley on August 15th.,BOOKING,VACATION
Hi im looking to make a chota sa trip from tampa and want to go to Dallas,BOOKING,VACATION
mein bangalore se hoon and looking to get away on a short trip this month,BOOKING,VACATION
I'd like to go to Manaus from Miami august 19th subah,BOOKING,VACATION
Hi. I am in dire need of a vacation. koi ache trips dikhao,BOOKING,VACATION
vacation to Long Beach August 25 ke dinn dikhao,BOOKING,VACATION
meri wife and mere lie honeymoon ke trips dikhao,BOOKING,VACATION
meri wife and mere lie honeymoon trips dikhao,BOOKING,VACATION
Hey Im looking for a nice get away trips kya aap help kar sakate ho,BOOKING,VACATION
police mere peeche hai and I need to leave Kobe on August 27,BOOKING,VACATION
"Hi we're from Miami hamein paris jaana ka, can you help out with trips?",BOOKING,VACATION
mujhe Fukuoka ke vacation trips dikhao,BOOKING,VACATION
I'd like to plan a honeymoon in Naples for das dinn leaving from Madrid on August 17,BOOKING,VACATION
Hi i want to plan mera honeymoon rome mein,BOOKING,VACATION
"Hi im from Houston and i want to go to San Antonio, but i have strict dates kya aap help kar sakate ho",BOOKING,VACATION
Hi im from Los Angeles jo ache vacation trips dhoondh raha hai,BOOKING,VACATION
kya aap vacation packages leaving from Portland dikha sakate ho,BOOKING,VACATION
mujhe vacation trips on August 26th chahiye,BOOKING,VACATION
i am looking for a vacation agale mahine mein,BOOKING,VACATION
mujhe baltimore ke trip ke details chahiye,BOOKING,VACATION
koi trips hai kya from Godric's Hollow on August 13th.,BOOKING,VACATION
mere chaar best friends aur mein are looking for a trip to Neverland on August 16,BOOKING,VACATION
"Hi im from Barkcelona, looking for a teen dinn ka trip",BOOKING,VACATION
hey i have pandraha kids. We want a trip to bangalore,BOOKING,VACATION
I'd like to book a trip from Chicago to San Diego on satraha december,BOOKING,VACATION
mujhe trip packages to san antonio dikhao,BOOKING,VACATION
koi achi si vacation trips dikhao,BOOKING,VACATION
"Hello, I want to book a gaadi to Coruscant.",BOOKING,TRAVEL_BOOKING
"Hey, I'm looking to find bus ki ticket from Valencia to Osaka.",BOOKING,TRAVEL_BOOKING
kya ek Naples ki achi package dikha sakate ho,BOOKING,VACATION
san antonio ki gaadi book kardo,BOOKING,TRAVEL_BOOKING
book bus ki tickets for spring break for chaar people.,BOOKING,TRAVEL_BOOKING
hi I am burnt out mujhe achi vacation chahiye,BOOKING,VACATION
hamein kahi wild jaana hai like San Juan trips,BOOKING,VACATION
Hi! I'm looking to book a trip from Termina to Atlantis with my family of chaar adults and saat kids,BOOKING,VACATION
mujhe bus ticket from Madrid book karni hai,BOOKING,TRAVEL_BOOKING
mujhe flight ki ticket from Madrid reserve karni hai,BOOKING,TRAVEL_BOOKING
